Q158835,Prince-Bishopric of Liège,Europe
Q132754,Erbil,Asia
Q541455,Anglo-Egyptian Sudan,Africa
Q1533,Caracas,South America
Q17252,Tibet,Asia
Q13160,Jalisco,North America
Q3616,Tehran,Asia
Q639421,Pondicherry,Asia
Q5848651,United States of Venezuela,South America
Q1879239,Transleithania,Europe
Q15282,Nuevo León,North America
Q200663,Faridabad,Asia
Q24639,Vancouver,North America
Q11972,Canton Aargau,Europe
Q499470,Ilam,Asia
Q121157,Mashhad,Asia
Q1502,Mizoram,Asia
Q7462,Song dynasty,Asia
Q186320,Grand Duchy of Baden,Europe
Q23366230,Republic of Geneva,Europe
Q159631,Kingdom of Württemberg,Europe
Q71092,Second French Empire,Europe
Q185682,French Indochina,Asia
Q2577303,Kingdom of Sardinia,Europe
Q5148518,Colony of New Zealand,Oceania
Q426025,Duchy of Savoy,Europe
Q149805,Kingdom of Iraq,Asia
Q2480177,Norway,North America
Q62651,Denmark-Norway,Europe
Q2843,Lübeck,Europe
Q156199,Electorate of Saxony,Europe
Q146246,Francia,Europe
Q56850459,Colony of Victoria,Australia
Q1134180,Lower Canada,North America
Q678,Tonga,Oceania
Q245160,Democratic Republic of Georgia,Eurasia
Q131337,Azerbaijan Soviet Socialist Republic,Eurasia
Q170895,Moldavian Soviet Socialist Republic,Eurasia
Q16746854,Luhansk People's Republic,Eurasia
Q857810,Mouhous,Europe
Q580188,Mutawakkilite Kingdom of Yemen,Asia
Q96204511,Bahrain and its Dependencies,Asia
Q1296908,Kathiri Sultanate,Asia
Q171348,Crown of the Kingdom of Poland,Europe
Q16150196,Donetsk People's Republic,Europe
Q25305,British Virgin Islands,North America
Q484195,Timurid Empire,Asia
Q3708094,Seljuk Empire,Asia
Q1152445,Aerican Empire,North America
Q178038,Second Spanish Republic,Europe
Q842931,East Pakistan,Asia
Q1439,Texas,North America
Q152115,Duchy of Warsaw,Europe
Q11768,Ancient Egypt,Africa
Q668294,Kamerun,Africa
Q31354462,Republic of Abkhazia,Eurasia
Q127861,Khedivate of Egypt,Africa
Q121932,People's Republic of Bulgaria,Europe
Q695,Palau,Oceania
Q685,Solomon Islands,Oceania
Q217230,Empire of Brazil,South America
Q210551,Viceroyalty of the Río de la Plata,South America
Q211435,Viceroyalty of Peru,South America
Q709,Marshall Islands,Oceania
Q7313,Yuan dynasty,Asia
Q153943,Kingdom of Westphalia,Europe
Q7209,Han dynasty,Asia
Q953432,Couto Misto,Europe
Q3279296,Sweden-Finland,Europe
Q1050,Eswatini,Africa
Q929,Central African Republic,Africa
Q188586,Kingdom of Sicily,Europe
Q4689103,Transitional Islamic State of Afghanistan,Asia
Q846,Qatar,Asia
Q1121819,Emirate of Transjordan,Asia
Q218023,Orange Free State,Africa
Q205708,Taifa of Granada,Europe
Q28208,Goryeo,Asia
Q28456,Silla,Asia
Q2385925,presidencies and provinces of British India,Asia
Q1081620,Siam,Asia
Q15864,United Kingdom of the Netherlands,Europe
Q8575586,Umayyad Caliphate,Asia
Q2670092,Dominion of Ceylon,Asia
Q2444884,Tibet,Asia
Q958291,United Principalities of Moldavia and Wallachia,Europe
Q10957559,Principality of Moldavia,Europe
Q80702,Spanish Empire,Europe
Q165154,Kingdom of Sardinia,Europe
Q23334,Abkhazia,Eurasia
Q704288,Duchy of Holstein,Europe
Q1070529,Colony of Virginia,North America
Q907112,Transnistria,Europe
Q476033,Low Countries,Europe
Q26167,Duchy of Schleswig,Europe
Q326029,Duchy of Brunswick,Europe
Q2396442,Kingdom of Galicia and Lodomeria,Europe
Q20135,Grand Duchy of Hesse,Europe
Q1290149,Federal People's Republic of Yugoslavia,?
Q212278,Kingdom of Holland,Europe
Q15581,Principality of Catalonia,Europe
Q2227570,Duchy of Württemberg,Europe
Q736727,Republic of Siena,Europe
Q38872,Prussia,Europe
Q684030,Principality of Serbia,Europe
Q1097943,Uganda Protectorate,Africa
Q618399,Republic of the Congo (Léopoldville),Africa
Q391189,Taiwan under Qing Dynasty rule,Oceania
Q62589,Union between Sweden and Norway,Europe
Q710,Kiribati,Oceania
Q168811,Kazakh Soviet Socialist Republic,Asia
Q763,Saint Kitts and Nevis,North America
Q2409204,Thasos,Europe
Q11703,United States Virgin Islands,North America
Q503623,Gold Coast,Africa
Q697,Nauru,Oceania
Q16635,Guam,Oceania
Q918126,British Guiana,South America
Q199841,South Yemen,Asia
Q310293,Saar Protectorate,Europe
Q3836325,Epizephyrian Locri,Europe
Q170468,United Arab Republic,Africa
Q26988,Cook Islands,Oceania
Q130229,Georgian Soviet Socialist Republic,Eurasia
Q917,Bhutan,Asia
Q11225429,Thebes,Europe
Q43048,Rhodes,Eurasia
Q5066,Jin dynasty,Asia
Q319460,Northern Song Dynasty,Asia
Q7405,Sui dynasty,Asia
Q104285,Occitania,Europe
Q153091,Duchy of Prussia,Europe
Q154741,Confederation of the Rhine,Europe
Q645981,Bishopric of Halberstadt,?
Q147909,Kingdom of Bulgaria,Europe
Q1133431,Artuqids,?
Q42199,Principality of Ansbach,Europe
Q583038,Ostrogothic Kingdom,Europe
Q330533,Seventeen Provinces,Europe
Q49683,Grand Duchy of Lithuania,Europe
Q1649871,Kingdom of Poland,Europe
Q171740,Caliphate of Córdoba,Europe
Q844930,Classical Athens,Europe
Q160307,Fatimid Caliphate,Asia
Q16394,Franche-Comté,Europe
Q487829,Chagatai,Asia
Q2022162,Kingdom of Pergamon,?
Q202311,Egypt,Africa
Q4734309,Alokopennesos,?
Q157367,Brandenburg-Prussia,Europe
Q252580,Duchy of Modena and Reggio,Europe
Q249578,Ghaznavid Empire,Asia
Q1147037,Eastern Han,Asia
Q1108445,Kyivan Rus',Europe
Q13526919,Croton,Europe
Q551067,Northern Zhou,Asia
Q1147043,Southern Song Dynasty,Asia
Q656954,Soli,Eurasia
Q6681,Crotone,Europe
Q62456,Southern Qi,Asia
Q649202,Duchy of Urbino,Europe
Q45551,Czech Silesia,Europe
Q107258515,Pahlavi Iran,Asia
Q170603,Viceroyalty of New Spain,Americas
Q75613,Almoravid dynasty,Africa
Q208169,Republic of Ragusa,Europe
Q320930,Cao Wei,Asia
Q702224,Duchy of Carinthia,Europe
Q215530,Kingdom of Ireland,Europe
Q1337854,emirate of Córdoba,Europe
Q64576860,Lordship of Bologna,Europe
Q1194,Schleswig-Holstein,Europe
Q12150341,Samanid Empire,Asia
Q11772,Ancient Greece,Eurasia
Q838931,Kingdom of Italy,Europe
Q48779892,Kingdom of Naples,?
Q13534654,Taifa of Toledo,Europe
Q102911,Holland,Europe
Q2252973,Duchy of Florence,Europe
Q47261,Duchy of Bavaria,Europe
Q13580795,Samos,?
Q4420718,ancient Syracuse,Europe
Q1365493,Republic of Pisa,Europe
Q273874,Buyid dynasty,Asia
Q33061,Taifa of Zaragoza,Europe
Q1233672,County of Barcelona,Europe
Q158151,Duchy of Saxe-Altenburg,Europe
Q693551,Landgraviate of Hesse-Darmstadt,Europe
Q836676,Kingdom of Majorca,Europe
Q389004,Principality of Wallachia,Europe
Q303421,Kingdom of Galicia,Europe
Q55599391,Kingdom of Sardinia,Europe
Q154401,Slovak Republic,Europe
Q107299,Kingdom of Northumbria,Europe
Q1311990,Grand Principality of Serbia,Europe
Q175276,Kingdom of León,Europe
Q186513,Hispania,Europe
Q3960459,Kingdom of Sikkim,Asia
Q3271735,Kingdom of Arles,Europe
Q223936,Kingdom of Italy,Europe
Q1191350,Massachusetts Bay Colony,North America
Q248452,British North America,Europe
Q939575,Sistan and Baluchestan Province,Asia
Q1410,Gibraltar,Europe
Q3326429,Mount Lebanon Mutasarrifate,Eurasia
Q834,canton of Valais,Europe
Q170604,New France,North America
Q4893908,Caryanda,Eurasia
Q70802,French Third Republic,Europe
Q71084,First French Empire,Europe
Q200262,Kingdom of Navarre,Europe
Q655621,Principality of Transylvania,Europe
Q157710,Duchy of Saxe-Meiningen,Eurasia
Q159856,Duchy of Brabant,Europe
Q320925,Shu Han,Asia
Q81720,Silesia,Europe
Q736936,Lu,Asia
Q661980,Duchy of Opole,?
Q529605,Electorate of Hesse,Europe
Q1142488,Colophon,Eurasia
Q3076765,Ottoman Syria,Asia
Q46370,West Francia,Europe
Q169460,Miletus,Eurasia
Q706018,Electorate of Hanover,Europe
Q199442,Kingdom of Aragon,Europe
Q3113481,Principality of Transylvania,Europe
Q93180,Seleucid Empire,Asia
Q306928,Eastern Jin dynasty,Asia
Q142417,Kingdom of Valencia,Europe
Q49697,Liu Song dynasty,Asia
Q273025,Gallic Empire,?
Q582861,Marinid Dynasty,Africa
Q55502,Kingdom of Jerusalem,Asia
Q25607,St. Gallen,Europe
Q2162698,Duchy of Bohemia,Europe
Q389688,Achaemenid Empire,Asia
Q7352,Jin dynasty,Asia
Q552822,Mecklenburg-Güstrow,Europe
Q28025,Ryukyu Kingdom,Asia
Q1069868,Liang dynasty,Asia
Q3324486,Prince-Bishopric of Montenegro,Europe
Q3045696,Ottoman Algeria,Eurasia
Q148499,Margraviate of Brandenburg,Europe
Q208404,Kingdom of Armenia,Asia
Q854415,Kingdom of the Lombards,Europe
Q2940142,Kingdom of Toledo,Europe
Q2320005,Ptolemaic Kingdom,Africa
Q1986139,Parthian Empire,Asia
Q3606949,Agyrion,Europe
Q4712,Duchy of Burgundy,Europe
Q1794,Frankfurt am Main,Europe
Q2935756,Canada East,North America
Q225890,Kingdom of Strathclyde,?
Q31929,Carolingian Empire,Europe
Q83311,Persian Empire,Asia
Q18608788,Ghurid Empire,Asia
Q491106,Khanate of Khiva,Asia
Q156020,State of the Teutonic Order,Europe
Q609233,Condominium of Bosnia and Herzegovina,Europe
Q530670,Kingdom of Burgundy,Europe
Q2622868,Bagratid Armenia,Asia
Q62389,Icelandic Commonwealth,?
Q238445,Emirate of Granada,Europe
Q3382803,Vilayet of Tunis,Africa
Q2580032,Taifa of Almería,Europe
Q622855,Ifriqiya,Africa
Q1508143,Ukrainian State,Europe
Q875305,Northern Wei,Asia
Q762943,County of Holland,Europe
Q686971,Lands of the Bohemian Crown,Europe
Q63135869,Ayyubid Sultanate,Africa
Q25230,Guernsey,Europe
Q179293,Kingdom of Castile,Europe
Q1122980,Comtat Venaissin,Europe
Q1235720,Republic of Lucca,?
Q1121436,Province of Canada,North America
Q491507,Egypt Eyalet,Africa
Q59975,Talla Barbacha Béjaïa,Africa
Q1069905,Cheng Han,Asia
Q2077264,New Kingdom of Granada,South America
Q12183875,Sharifian Empire,Africa
Q199688,Almohad Caliphate,Africa
Q282428,Mamluk Sultanate,Africa
Q2285679,Taifa of Córdoba,Europe
Q205662,Tokugawa Shogunate,Asia
Q28465745,Alemania,Asia
Q623573,Kingdom of Croatia,Europe
Q188161,Dutch East Indies,Eurasia
Q153128,Independent State of Croatia,Europe
Q501303,Free City of Kraków,Europe
Q2088324,Colonial Brazil,South America
Q671899,Duchy of Teschen,Europe
Q783489,Later Liang dynasty,Asia
Q575187,Israeli-occupied territories,Asia
Q430776,Nazareth,Asia
Q180114,Ayyubid dynasty,Africa
Q158445,Grand Duchy of Mecklenburg-Schwerin,Europe
Q1054409,March of Ancona,Europe
Q3932079,Kingdom of Sicily (1734-1816),?
Q2685298,Romanian People's Republic,Europe
Q785,Jersey,Europe
Q1326742,Southern Tang,Asia
Q2329749,Brasileira,South America
Q3462133,Duchy of Saxe-Coburg and Gotha,Europe
Q1055,Hamburg,Europe
Q639100,Principality of Reuss-Gera,Europe
Q237,Vatican City,Europe
Q2826232,Portuguese Angola,Africa
Q1231403,Prince-Bishopric of Trent,Europe
Q213353,Cisalpine Republic,Europe
Q1277557,Democratic Federal Yugoslavia,Europe
Q165040,Duchy of Parma,Europe
Q3932080,Kingdom of Sardinia and Corsica,Europe
Q463289,Cispadane Republic,?
Q5843680,Halicarnassus,Eurasia
Q975405,Sultanate of Rum,Asia
Q155570,Saxe-Weimar-Eisenach,Europe
Q15240191,Colony of Sierra Leone,Africa
Q6940348,Muscogee (Creek) Nation,North America
Q34820,Santo Domingo,North America
Q690821,Republic of Baden,Europe
Q168651,Landgraviate of Hesse-Kassel,Europe
Q14708404,Cherokee Nation,North America
Q21296156,Democratic republic of Venezuela,South America
Q693669,Grand Duchy of Oldenburg,Europe
Q14551680,Principality of Lippe,?
Q3892131,Provincia Libre de Guayaquil,South America
Q2900,Quito,South America
Q34110,Oaxaca State,North America
Q190025,Federal Republic of Americas,Americas
Q2039931,Captaincy General of Cuba,North America
Q24879,Bremen,Europe
Q188553,Batavian Republic,Europe
Q11876909,State of Brazil,South America
Q199821,Gran Colombia,Americas
Q7646305,Surinam,South America
Q15878,Normandy,Europe
Q258532,British America,North America
Q58326,French Second Republic,Europe
Q8965,Viceroyalty of New Granada,South America
Q9063401,United Provinces of Americas,Americas
Q3108185,Ba'athist Iraq,Asia
Q781,Antigua and Barbuda,North America
Q2452027,Province of Maryland,North America
Q370736,Cape Colony,Africa
Q15240466,British Cyprus,Europe
Q2721139,Captaincy General of the Philippines,Asia
Q171393,Wallachia,Europe
Q146328,Commonwealth of the Philippines,Asia
Q1061488,United States of Colombia,South America
Q1057542,Republic of Hawaii,Oceania
Q12724,Canton of Ticino,Europe
Q918153,British Ceylon,Eurasia
Q16555,Houston,North America
Q1301901,Colony of Natal,Africa
Q26234937,First Syrian Republic,Asia
Q12053604,British Mauritius,Africa
Q600018,Kingdom of Hungary,Europe
Q917103,Paraguarí,South America
Q110904219,Seneca Nation of Indians,North America
Q1415128,Republic of Afghanistan,Asia
Q170588,Republic of Texas,North America
Q2571688,Persian Armenia,Asia
Q12557,Mongol Empire,Eurasia
Q276841,Taifa of Badajoz,Europe
Q504759,Chu,Asia
Q657861,Dholpur State,Asia
Q696241,Khanate of Kokand,Asia
Q1069959,Kingdom of Imereti,Eurasia
Q34020,Niue,Oceania
Q154667,Kingdom of Georgia,Europe
Q146562,State of Damascus,Asia
Q268970,Republic of German-Austria,Europe
Q899706,Peru–Bolivian Confederation,South America
Q672,Tuvalu,Oceania
Q159583,Holy See,?
Q30623,Manchukuo,Asia
Q1209,Free Hanseatic City of Bremen,Europe
Q2415901,Allied-occupied Germany,Europe
Q209065,Kingdom of Greece,Europe
Q61292,Far Eastern Republic,Asia
Q108865226,State of Greater Lebanon,Asia
Q766543,Hispanic Monarchy One,Europe
Q642314,County of Burgundy,Europe
Q2431480,Tibetan Empire,?
Q11266977,Epirus,?
Q3477825,Lordship of Carpi,Europe
Q106577,Neustria,Europe
Q5690,Sparta,Europe
Q170770,Grand Duchy of Moscow,Eurasia
Q56399452,Iulis,Europe
Q842199,Belarusian People's Republic,Europe
Q796583,Kingdom of Kongo,Africa
Q933592,Duchy of Massa and Carrara,Europe
Q107380,Lippe,Eurasia
Q720496,Estonia Governorate,Eurasia
Q126936,Visigothic Kingdom,Europe
Q157109,Burgundian Netherlands,Europe
Q3574782,Zanzibar Protectorate,Africa
Q825902,Polish–Lithuanian union,Europe
Q40362,Sahrawi Arab Democratic Republic,Africa
Q23427,South Ossetia,Eurasia
Q750583,Southern Rhodesia,Africa
Q815731,Principality of Bulgaria,Europe
Q3456410,Republic of Mulhouse,Europe
Q577867,Kingdom of Poland,Europe
Q1193822,Wuyue,Asia
Q83891,Sasanian Empire,Asia
Q30747910,Islamic Republic of Afghanistan,Asia
Q980,Bavaria,Europe
Q95895695,Free Imperial City of Strasbourg,Europe
Q1408764,Circassia,?
Q39501433,State of Venezuela,South America
Q3137802,Principality of Neuchâtel,Europe
Q779011,Principality of Montenegro,Europe
Q1335260,Emirate of Afghanistan,Asia
Q180573,Republic of Vietnam,Asia
Q96404668,Emirate of Qatar,Asia
Q27652782,Mohawks of Akwesasne,North America
Q158290,Duchy of Lucca,Europe
Q178084,Ilkhanate,Asia
Q903779,"United Kingdom of Portugal, Brazil and the Algarves",?
Q370173,Sultanate of Egypt,Africa
Q105092,Kingdom of Mercia,Europe
Q157904,Sultanate of Zanzibar,Africa
Q774783,Sovereign Principality of the United Netherlands,Europe
Q1852345,Trucial States,Eurasia
Q207600,Aghlabids,Africa
Q140359,First Czechoslovak Republic,Europe
Q1945565,County of Zeeland,?
Q2569593,Canada,North America
Q103251,Macedonia,Europe
