name,gender,nationality,nationalityID,birth
Chaoko,other,Spain,Q29,1997
K Long,other,Israel,Q801,2000
Nats Getty,other,United States,Q30,1992
Angelica Falkeling,other,Sweden,Q34,1988
Sara Forsberg,other,Finland,Q33,1994
Asha Smara Darra,female,Indonesia,Q252,1977
Kataluna Enriquez,female,United States,Q30,1995
Robertina Manganaro,female,Italy,Q38,1958
Patricia Ramírez,female,Argentina,Q414,1981
Fola Francis,female,Nigeria,Q1033,1994
Pepper LaBeija,female,United States,Q30,1948
Hailie Sahar,female,United States,Q30,1988
Dorian Corey,female,United States,Q30,1937
Jiratchaya Sirimongkolnawin,female,Thailand,Q869,1991
Gogo Graham,female,United States,Q30,1991
Cy Lauz,female,United States,Q30,2000
Maya Massafera,female,Italy,Q38,1980
Isis King,female,United States,Q30,1985
Adrienne Wu,other,Canada,Q16,1990
Eduardo Bergara Leumann,male,Argentina,Q414,1932
Tyson Yoshi,male,Hong Kong,Q8646,1994
Willy Chavarria,male,United States,Q30,1967
Victor Joris,male,United States,Q30,1929
Macario Jiménez,male,Mexico,Q96,1967
Fred Spillmann,male,Switzerland,Q39,1915
Gustave Tassell,male,United States,Q30,1926
Gregor Clemens,male,Germany,Q183,1982
Greg Herman,male,United States,Q30,1972
Graham Smith,male,United Kingdom,Q145,1938
Govind Kumar Singh,male,India,Q668,1986
Per Holknekt,male,Sweden,Q34,1960
Dirk van Saene,male,Belgium,Q31,1959
Sighsten Herrgård,male,Sweden,Q34,1943
Italo Zucchelli,male,Italy,Q38,1965
Owe Sandström,male,Sweden,Q34,1944
Tanju Babacan,male,Turkey,Q43,1968
Cemil İpekçi,male,Turkey,Q43,1948
Panos Papadopoulos,male,Greece,Q41,1958
Indashio,male,United States,Q30,1984
Miguel de la Torre,male,Colombia,Q739,1970
Frank Mechaly,male,France,Q142,1975
Felipe Oliveira Baptista,male,Portugal,Q45,1975
Henry Grethel,male,United States,Q30,1931
Henri Willis Bendel,male,United States,Q30,1868
Henri Strzelecki,male,Poland,Q36,1925
Hendrik Vermeulen,male,South Africa,Q258,1982
Pär Engsheden,male,Sweden,Q34,1967
Rohdi Heintz,male,Sweden,Q34,1943
Herbert Levine,male,United States,Q30,1916
Herbert Kasper,male,United States,Q30,1926
Pavel Ivančic,male,Czech Republic,Q213,1979
Pierre Yantorny,male,France,Q142,1874
Lakis Gavalas,male,Greece,Q41,1952
Émile Pingat,male,France,Q142,1820
Arthur Arbesser,male,Austria,Q40,1983
Justin Fuchs,male,Germany,Q183,1998
Telfar Clemens,male,United States,Q30,1985
Ludwig Kirschner,male,Germany,Q183,1872
Roland Pleterski,male,Austria,Q40,1920
Diego Dolcini,male,Italy,Q38,1969
Svenbörje Gaborn,male,Sweden,Q34,1917
Miguel Ángel Vergara,male,Panama,Q804,1994
Jimmy Webb,male,United States,Q30,1957
Richard Nott,male,United Kingdom,Q145,1947
Gordon Henderson,male,United States,Q30,1957
Ito Curata,male,Philippines,Q928,1959
Maurice Levin,male,United States,Q30,1926
Stephen West,male,United States,Q30,1989
Carmelo Pomodoro,male,United States,Q30,1956
Tamás Náray,male,Hungary,Q28,1959
Arthur McGee,male,United States,Q30,1933
Santiago Artemis,male,Argentina,Q414,1990
Sōichirō Itō,male,Japan,Q17,1977
Ciaran Sweeney,male,Ireland,Q27,1971
Christopher Kane,male,United Kingdom,Q145,1982
Christopher Chronis,male,Australia,Q408,1961
Jukka Rintala,male,Finland,Q33,1952
Saïd Mahrouf,male,Morocco,Q1028,1973
Tamara Mascara,male,Austria,Q40,1987
Ecco2K,male,Sweden,Q34,1994
Erik Rud Brandt,male,Kingdom of Denmark,Q756617,1943
David Roberts,male,United Kingdom,Q145,1970
David Rappaport,male,United States,Q30,1914
Ivar Tangen,male,Norway,Q20,1919
Maurice Plas,male,France,Q142,1901
John Kloss,male,United States,Q30,1937
Rudi Verdonik,male,Slovenia,Q215,1910
Armando Mafud,male,Mexico,Q96,1948
Campbell Ajiye,male,Nigeria,Q1033,1981
Domenique Heidy,male,Brazil,Q155,1986
Amine Bendriouich,male,Morocco,Q1028,1986
Noureddine Amir,male,Morocco,Q1028,1967
Gok Wan,male,United Kingdom,Q145,1974
Giorgio di Sant' Angelo,male,Italy,Q38,1933
Giles Deacon,male,United Kingdom,Q145,1969
Christian Francis Roth,male,United States,Q30,1969
Pathé'O,male,Burkina Faso,Q965,1950
Alberto Dalcò,male,Kingdom of Italy,Q172579,1902
Luigi Bianchi,male,Kingdom of Italy,Q172579,1882
Arocle Datti,male,Kingdom of Italy,Q172579,1895
Nazareno Fonticoli,male,Kingdom of Italy,Q172579,1906
Giovanni Cesare Guidi,male,Italy,Q38,1908
Kwaku Bediako,male,Ghana,Q117,1986
Deepak Perwani,male,Pakistan,Q843,1973
Dawid Woliński,male,Poland,Q36,1977
David Tutera,male,United States,Q30,1966
David Shilling,male,United Kingdom,Q145,1956
Jonathan Anderson,male,United Kingdom,Q145,1984
Tim Van Steenbergen,male,Belgium,Q31,1977
Dror Kontento,male,Israel,Q801,1986
Ronald Kolodzie,male,United States,Q30,1940
Edwin Hardy Amies,male,United Kingdom,Q145,1909
Edward Sexton,male,United Kingdom,Q145,1942
Edouard Vermeulen,male,Belgium,Q31,1957
Johnson Hartig,male,United States,Q30,1970
James Holder,male,United Kingdom,Q145,1971
Fabrizio Viti,male,Italy,Q38,1967
Fabrice Simon,male,Haiti,Q790,1951
Andreas Kronthaler,male,Austria,Q40,1952
Stephen Bruce,male,United States,Q30,1932
Frederick Scholte,male,United Kingdom,Q145,1865
Enrique Ollero,male,Spain,Q29,1926
Rafael Herrera,male,Spain,Q29,1925
Blondey McCoy,male,England,Q21,1997
Tsukumo Igarashi,male,Japan,Q17,1933
Mitzy,male,Mexico,Q96,1955
Franco Bertoli,male,Kingdom of Italy,Q172579,1910
Giovanni Fercioni,male,Kingdom of Italy,Q172579,1886
Elio Berhanyer,male,Spain,Q29,1929
Elie Tahari,male,Israel,Q801,1952
Sally Berg,male,Kingdom of the Netherlands,Q29999,1857
Bruce Oldfield,male,United Kingdom,Q145,1950
Todd Thomas,male,United States,Q30,1961
Dapper Dan,male,United States,Q30,1944
Pier Giorgio Silvestrin,male,Italy,Q38,1968
Wesley Petermann,male,Switzerland,Q39,1994
Rogan Gregory,male,United States,Q30,1972
Mike Amiri,male,United States,Q30,1977
Victor Costa,male,United States,Q30,1935
August Mannerheim,male,Grand Principality of Finland,Q62633,1805
Mossimo Giannulli,male,United States,Q30,1963
Donald Brooks,male,United States,Q30,1928
Don O'Neill,male,Ireland,Q27,1966
Don Loper,male,United States,Q30,1906
Domingo Zapata,male,United States,Q30,1974
Col. Littleton,male,United States,Q30,1943
Clinton Kelly,male,United States,Q30,1969
Christian Cota,male,Mexico,Q96,1982
Chris Benz,male,United States,Q30,1982
Charlie Allen,male,United Kingdom,Q145,1955
Charles Kleibacker,male,United States,Q30,1921
Sexy Steel,male,Nigeria,Q1033,1977
Shanghai Chang,male,Cambodia,Q424,1996
John Redfern,male,United Kingdom of Great Britain and Ireland,Q174193,1820
Bowie Wong,male,Australia,Q408,1969
Doug Hayward,male,United Kingdom,Q145,1934
Donaldson Sackey,male,Togo,Q945,1988
Kilian Kerner,male,Germany,Q183,1979
Alan King,male,United States,Q30,1997
Oliver Proudlock,male,United Kingdom,Q145,1988
Pierre-Marie Agin,male,France,Q142,1982
Henri de Châtillon,male,Mexico,Q96,1906
Alberto Fabiani,male,Italy,Q38,1910
Julio Chávez (designer),male,Mexico,Q96,1920
Quetzalcóatl Rangel,male,Mexico,Q96,1985
Armando Valdés Peza,male,Spain,Q29,1907
Pedro Loredo,male,Mexico,Q96,1923
Manuel Méndez,male,Mexico,Q96,1930
Bernat Klein,male,Serbia,Q403,1922
Bernard Newman,male,United States,Q30,1903
Bernard Chandran,male,Malaysia,Q833,1968
Benoit Pierre Emery,male,France,Q142,1970
Benny Ong,male,Singapore,Q334,1949
Ken Scott,male,United States,Q30,1919
Konstantin Gayday,male,Russia,Q159,1978
Luis Galindo,male,Mexico,Q96,1924
Pentti Rinta,male,Finland,Q33,1946
Bruce Papas,male,New Zealand,Q664,1931
Ben de Lisi,male,United States,Q30,1955
Austin Scarlett,male,United States,Q30,1983
Richard Quinn,male,United Kingdom,Q145,1990
Michaël Cailloux,male,France,Q142,1975
Andy Thê-Anh,male,Canada,Q16,1965
Wayne Clark,male,Canada,Q16,1949
Pierpaolo Piccioli,male,Italy,Q38,1967
Hector Terrones,male,Mexico,Q96,1966
Le Sieur Beaulard,male,France,Q142,1750
Bladee,male,Sweden,Q34,1994
Esteban Mayo,male,Mexico,Q96,1927
Carmen Marc Valvo,male,United States,Q30,2000
Aleksandar Protić,male,Serbia,Q403,1974
Charles James,male,United Kingdom,Q145,1906
Charles Evans,male,United States,Q30,1926
Cem Hakko,male,Turkey,Q43,1955
Sid Neigum,male,Canada,Q16,1988
Hideki Seo,male,Japan,Q17,1974
P. Krishnamoorthy,male,India,Q668,1943
John Weitz,male,United States,Q30,1923
Marcos Luengo,male,Spain,Q29,1964
Boomer Banks,male,United States,Q30,1980
David Meister,male,United States,Q30,1962
David Chu,male,Taiwan,Q865,1955
"Daniel Macmillan, Viscount Macmillan of Ovenden",male,United Kingdom,Q145,1974
Gunner de Medici,male,United States,Q30,1980
Hassan Hajjaj,male,Morocco,Q1028,1961
Lionel Cros,male,France,Q142,1957
Olivier Guillemin,male,France,Q142,1961
Gun'yuki Torimaru,male,Japan,Q17,1937
Bernard Depoorter,male,Belgium,Q31,1981
Carlos Miele,male,Brazil,Q155,1964
Byron Lars,male,United States,Q30,1965
Bunny Roger,male,United Kingdom,Q145,1911
Bill Kaiserman,male,United States,Q30,1942
Bill Gibb,male,United Kingdom,Q145,1943
Bijan,male,Iran,Q794,1940
Bibhu Mohapatra,male,India,Q668,1972
Dmitry Sholokhov,male,United States,Q30,1980
Carlos Alberto Otero Brunet,male,United States,Q30,1965
Subodh Srivastava,male,India,Q668,1978
Hannibal Laguna,male,Spain,Q29,1967
Jon Buscemi,male,United States,Q30,1975
John Fenwick,male,United Kingdom of Great Britain and Ireland,Q174193,1846
Rod Beattie,male,United States,Q30,1959
Inder Thakur,male,India,Q668,1950
Matjaž Plošinjak,male,Slovenia,Q215,1982
James Jebbia,male,United Kingdom,Q145,1963
Kofi Okyere Darko,male,Ghana,Q117,1978
David Holah,male,United Kingdom,Q145,1958
Luis Estévez,male,Cuba,Q241,1930
Masaki Matsushima,male,Japan,Q17,1963
Michalis Polatov,male,Greece,Q41,1948
Raizal Rais,male,Indonesia,Q252,1957
Alejandro Gómez Palomo,male,Spain,Q29,1992
Keyvan Khosrovani,male,Iran,Q794,1938
Aristos Constantinou,male,United Kingdom,Q145,1945
Edward Rayne,male,United States,Q30,1922
John Flett,male,United Kingdom,Q145,1963
Anar Agakishiev,male,Georgia,Q230,1984
Jean Philippe Piter,male,France,Q142,1968
Florentino Cacheda,male,Spain,Q29,1938
Lorenzo Caprile,male,Spain,Q29,1967
Boris Banović,male,Croatia,Q224,1973
Alexandru Ciucu,male,Romania,Q218,1976
Răzvan Ciobanu,male,Romania,Q218,1976
Blake Anderson,male,United States,Q30,1984
Biyan Wanaatmadja,male,Indonesia,Q252,1954
Bill Smith,male,United States,Q30,1933
Paul Abrahamian,male,United States,Q30,1993
Nacho Aguayo,male,Spain,Q29,1979
Milan Gacanovic,male,Slovenia,Q215,1967
Byun Baek-hyun,male,South Korea,Q884,1992
Adrien Sauvage,male,United Kingdom,Q145,1983
Pere Rovira i Planas,male,Spain,Q29,1921
Gerald McCann,male,United Kingdom,Q145,1931
Josep Font,male,Spain,Q29,1964
Riky Rick,male,South Africa,Q258,1987
Robert Godley,male,United Kingdom,Q145,1971
John Boyd,male,United Kingdom,Q145,1925
Angelo Litrico,male,Italy,Q38,1927
André Perugia,male,France,Q142,1893
Andrey Bartenev,male,Russia,Q159,1965
Andrew Groves,male,United Kingdom,Q145,1968
Pedro Rodríguez,male,Spain,Q29,1895
Malcolm Harrison,male,New Zealand,Q664,1941
Jean Barthet,male,France,Q142,1920
Maksim Chernitsov,male,Russia,Q159,1977
Igor Vyacheslavovich Chapurin,male,Russia,Q159,1968
Ruslan Khvastov,male,Ukraine,Q212,1973
Léon Bouter,male,Kingdom of the Netherlands,Q29999,1935
Ashley Isham,male,Singapore,Q334,1976
Modesto Lomba,male,Spain,Q29,1962
Asher Levine,male,United States,Q30,1988
Arnold Scaasi,male,Canada,Q16,1930
Antthony Mark Hankins,male,United States,Q30,1968
Antony Price,male,United Kingdom,Q145,1945
Antoine Peters,male,Kingdom of the Netherlands,Q29999,1981
Gyárfás Oláh,male,Romania,Q218,1975
Antti Asplund,male,Finland,Q33,1981
Teemu Muurimäki,male,Finland,Q33,1974
Michael Costello,male,United States,Q30,1983
Holger Blom,male,Kingdom of Denmark,Q756617,1905
Lasse Spangenberg,male,Kingdom of Denmark,Q756617,1978
Naoto Niidome,male,Finland,Q33,1974
Sami Nouri,male,France,Q142,1996
Michael Sherard,male,United Kingdom,Q145,1910
Dan Liu,male,Canada,Q16,1972
Haad,male,Bosnia and Herzegovina,Q225,1980
François-Régis Laporte,male,France,Q142,1979
Georg Donauer,male,Germany,Q183,1571
Brandon Maxwell,male,United States,Q30,1984
Leonardo Servadio,male,Italy,Q38,1925
Schilling Kolos,male,Hungary,Q28,1973
Josip Gumzej,male,Croatia,Q224,1940
Didit Hediprasetyo,male,Indonesia,Q252,1984
Andrew Aubert,male,Canada,Q16,1913
Tan France,male,United States,Q30,1983
Alexis Lavigne,male,France,Q142,1812
Cedric Jacquemyn,male,Belgium,Q31,1987
Hans Suasso de Lima de Prado,male,Kingdom of the Netherlands,Q29999,1943
Hakan Akkaya,male,Turkey,Q43,1981
Francisco van Benthum,male,Kingdom of the Netherlands,Q29999,1972
Alexander van Slobbe,male,Kingdom of the Netherlands,Q29999,1959
Omar Kiam,male,Mexico,Q96,1894
Eve,male,Japan,Q17,1995
Henk Hester,male,Kingdom of the Netherlands,Q29999,1933
Adam Lippes,male,United States,Q30,1972
Pierre Eugène Lacoste,male,France,Q142,1818
Gerardo Privat,male,Peru,Q419,1979
Angelo Tarlazzi,male,Italy,Q38,1942
Hiroaki Inoue,male,Japan,Q17,1995
John Crittle,male,Australia,Q408,1943
James Wedge,male,United Kingdom,Q145,1939
Tom Gilbey,male,United Kingdom,Q145,1939
Eddie Fountain,male,United States,Q30,1985
Yahya Al Bishri,male,Saudi Arabia,Q851,1962
Mattli,male,Switzerland,Q39,1907
Clive Evans,male,United Kingdom,Q145,1933
Alexis Kirk,male,United States,Q30,1936
Alexandre Birman,male,Brazil,Q155,1976
Alexander Julian,male,United States,Q30,1948
Alex Perry,male,Australia,Q408,1963
Alessandro Sartori,male,Italy,Q38,1966
Christopher Bevans,male,United States,Q30,1972
Harunobu Murata,male,Japan,Q17,1988
Stan Herman,male,United States,Q30,1928
Sheridan Barnett,male,United Kingdom,Q145,1951
Pedro del Hierro,male,Spain,Q29,1948
Edmund Kara,male,United States,Q30,1925
Olivier Rousteing,male,France,Q142,1986
Louis-Marie de Castelbajac,male,France,Q142,1983
ASAP Bari,male,United States,Q30,1991
Olivier Lapidus,male,France,Q142,1958
François Girbaud,male,France,Q142,1945
Albert Nipon,male,United States,Q30,1927
Alan Flusser,male,United States,Q30,1945
Alan Faena,male,Argentina,Q414,1963
Akira Isogawa,male,Australia,Q408,1964
Reino Koski,male,Finland,Q33,1932
Mauri Koponen,male,Finland,Q33,1927
Arto Elovirta,male,Finland,Q33,1947
John Michael Ingram,male,United Kingdom,Q145,1931
Iwan Tirta,male,Indonesia,Q252,1935
Denis Simachev,male,Russia,Q159,1974
Jeffrey Sebelia,male,United States,Q30,1970
Ralph Rucci,male,United States,Q30,1957
Ken'u Terui,male,Japan,Q17,1980
Julien Scavini,male,France,Q142,1986
Bill Robinson,male,United States,Q30,1948
Danny Mizrachi,male,Israel,Q801,1959
Michael Donnellan,male,Ireland,Q27,1915
Aage Thaarup,male,Kingdom of Denmark,Q756617,1906
Philip Somerville,male,United Kingdom,Q145,1930
Amila Karunanayake,male,Sri Lanka,Q854,1983
Vittorio Missoni,male,Italy,Q38,1954
Michele Miglionico,male,Italy,Q38,1965
Eli James,male,United States,Q30,1982
Romain Kremer,male,France,Q142,1982
Murray Arbeid,male,United Kingdom,Q145,1935
Bas Kosters,male,Kingdom of the Netherlands,Q29999,1977
Christophe Lemaire,male,France,Q142,1965
Mai Atafo,male,Nigeria,Q1033,1977
Digby Morton,male,Ireland,Q27,1906
Selim Mouzannar,male,Lebanon,Q822,1963
Troy Costa,male,India,Q668,1975
Massimo Osti,male,Italy,Q38,1944
Luciano Soprani,male,Italy,Q38,1946
Prabal Gurung,male,India,Q668,1974
Luciano Brancoli,male,Chile,Q298,1945
Karl Ben,male,Hungary,Q28,1977
Ronen Chen,male,Israel,Q801,1965
Auguste Soesastro,male,Indonesia,Q252,1981
Shivaji Dutta,male,India,Q668,1983
Mert Otsamo,male,Finland,Q33,1990
Van Day Truex,male,United States,Q30,1904
Antonio Marras,male,Italy,Q38,1961
Antonio D'Amico,male,Italy,Q38,1959
Antonio Berardi,male,United Kingdom,Q145,1968
Aijaz Aslam,male,Pakistan,Q843,1972
Willem Bruno van Albada,male,Kingdom of the Netherlands,Q29999,2000
Andrey Sharov,male,Russia,Q159,1966
Noritaka Tatehana,male,Japan,Q17,1985
Prince Julio César,male,Venezuela,Q717,1982
Yoshinobu Funabashi,male,Japan,Q17,1950
Taisuke Koji,male,Japan,Q17,1987
Ángel Schlesser,male,Spain,Q29,1957
Wilbert Das,male,Kingdom of the Netherlands,Q29999,1963
Manuel Fernández López,male,Spain,Q29,1962
Jorge Bocú,male,Argentina,Q414,1922
Aziz Bekkaoui,male,Kingdom of the Netherlands,Q29999,1969
Andrew MacKenzie,male,United Kingdom,Q145,1952
Ivan Makarevich,male,Russia,Q159,1987
Jean-Charles Worth,male,France,Q142,1881
Manuel Tarrazo,male,Dominican Republic,Q786,1989
Massimiliano Giornetti,male,Italy,Q38,1971
Matti Seppänen,male,Finland,Q33,1944
Esa Lukala,male,Finland,Q33,1945
Kari Lepistö,male,Finland,Q33,1946
Ola Oliver,male,United States,Q30,1946
Alexander Vasilyev,male,France,Q142,1958
Andre Tan,male,Ukraine,Q212,1983
Gerard Verburg,male,Kingdom of the Netherlands,Q29999,1956
Rem D. Koolhaas,male,Kingdom of the Netherlands,Q29999,1975
Danny Cremers,male,Kingdom of the Netherlands,Q29999,1985
Nico Verhey,male,Kingdom of the Netherlands,Q29999,1950
Mattijs van Bergen,male,Kingdom of the Netherlands,Q29999,1980
Magnus Dekker,male,Kingdom of the Netherlands,Q29999,1989
Michael Kuluva,male,United States,Q30,1983
Heaven Tanudiredja,male,Indonesia,Q252,1982
George Stavropoulos,male,Greece,Q41,1920
Lorenzo Riva,male,Italy,Q38,1938
Andrés Sardá Sacristán,male,Spain,Q29,1929
Gosha Rubchinskiy,male,Russia,Q159,1984
Ronald van der Kemp,male,Kingdom of the Netherlands,Q29999,1964
Leo Liao,male,Taiwan,Q865,1983
Roberto Martínez-Anido Baldrich,male,Spain,Q29,1895
Teri Niitti,male,Finland,Q33,1973
Tetsuya Mizutani,male,Japan,Q17,1970
Sébastien Meunier,male,France,Q142,1974
Kenneth Cole,male,United States,Q30,1954
Jonathan Saunders,male,United Kingdom,Q145,1977
Jason Wu,male,Canada,Q16,1982
Guillermo Mariotto,male,Italy,Q38,1966
Apollo Braun,male,Israel,Q801,1976
Michelangelo Winklaar,male,Kingdom of the Netherlands,Q29999,1983
Frank Govers,male,Kingdom of the Netherlands,Q29999,1932
Kofi Ansah,male,Ghana,Q117,1951
Rupert Lycett Green,male,United Kingdom,Q145,1938
Gaston-Lucien Worth,male,France,Q142,1853
Elio Fiorucci,male,Italy,Q38,1935
Walter Albini,male,Italy,Q38,1941
Umberto Ginocchietti,male,Italy,Q38,1940
Thayaht,male,Italy,Q38,1893
Thakoon Panichgul,male,Thailand,Q869,1974
Mason Ewing,male,France,Q142,1982
Jeff Garner,male,United States,Q30,1978
Douglas Ferguson,male,United States,Q30,1951
Jackson Wang,male,People's Republic of China,Q148,1994
Dennis Comeau,male,United States,Q30,1960
Leonard Wong,male,People's Republic of China,Q148,1986
Droxity,male,United States,Q30,1995
Hervé Pierre,male,United States,Q30,1965
Carlo Pignatelli,male,Italy,Q38,1944
Dion Lee,male,Australia,Q408,1985
Drew Bernstein,male,United States,Q30,1964
Viktor Horsting,male,Kingdom of the Netherlands,Q29999,1969
Rolf Snoeren,male,Kingdom of the Netherlands,Q29999,1969
Giancarlo Giammetti,male,Italy,Q38,1938
Gai Mattiolo,male,Italy,Q38,1968
Francesco Scognamiglio,male,Italy,Q38,1975
"Edward Windsor, Lord Downpatrick",male,United Kingdom,Q145,1988
John Dumelo,male,Ghana,Q117,1984
Matthew Christopher,male,United States,Q30,1976
José María Torre,male,Mexico,Q96,1977
Malamine Koné,male,Mali,Q912,1971
Andrew Christian,male,United States,Q30,1901
Kalash,male,France,Q142,1988
Loai Naseem,male,Saudi Arabia,Q851,1969
Daichi Miura,male,Japan,Q17,1983
Kondo Yohdi,male,Japan,Q17,1992
Yuima Nakazato,male,Japan,Q17,1985
Christoph Drecoll,male,German Reich,Q1206012,1851
Robert L. Spencer,male,United States,Q30,1920
Milan Knížák,male,Czech Republic,Q213,1940
Igor Gulyaev,male,Russia,Q159,1969
Mikhail Voronin,male,Ukraine,Q212,1938
Errol Arendz,male,South Africa,Q258,1953
Hogan McLaughlin,male,United States,Q30,1989
Ally Rehmtullah,male,Tanzania,Q924,1986
Wes Gordon,male,United States,Q30,1986
Aldo Järvsoo,male,Estonia,Q191,1976
Jorge Ibáñez,male,Argentina,Q414,1969
Shinjiro Asatsuki,male,Japan,Q17,1950
Ugo Mozie,male,Nigeria,Q1033,1991
Paul Gorman,male,United Kingdom,Q145,1959
Ozwald Boateng,male,United Kingdom,Q145,1967
Olivier Boiscommun,male,France,Q142,1971
Eric Daman,male,United States,Q30,1970
Emilio Schuberth,male,Italy,Q38,1904
Rahul Mishra,male,India,Q668,1979
Ole Yde,male,Kingdom of Denmark,Q756617,1978
Masato Jones,male,United Kingdom,Q145,1978
Marvin Oduber,male,Kingdom of the Netherlands,Q29999,1976
Satish Sikha,male,Canada,Q16,1971
Sven Westendorp,male,Kingdom of the Netherlands,Q29999,1969
Jan Aarntzen,male,Kingdom of the Netherlands,Q29999,1950
Bart Hess,male,Kingdom of the Netherlands,Q29999,1984
Bradon McDonald,male,United States,Q30,1975
Raul Melgoza,male,Mexico,Q96,1975
Gert-Johan Coetzee,male,South Africa,Q258,1987
Salvatore J. Cesarani,male,United States,Q30,1939
François Russo,male,France,Q142,1966
Hayden Ng,male,Singapore,Q334,1966
Oka Diputra,male,Indonesia,Q252,2000
Alviero Martini,male,Italy,Q38,1950
Alistair Blair,male,United Kingdom,Q145,1956
Alessandro Dell'Acqua,male,Italy,Q38,1962
Alberto Aspesi,male,Italy,Q38,1944
Spencer Antle,male,United States,Q30,1971
Larbi Bougamha,male,Tunisia,Q948,1972
Rakan Khalid,male,Bahrain,Q398,1986
Sakis Rouvas,male,Greece,Q41,1972
Marcel Marongiu,male,France,Q142,1962
Boris Bidjan Saberi,male,Germany,Q183,1978
Jacques Worth,male,France,Q142,1882
Roger Vivier,male,France,Q142,1907
Ten,male,Thailand,Q869,1996
Wim Bruynooghe,male,Belgium,Q31,1988
Mohamed Dia,male,Mali,Q912,1973
Mangold Béla Kolos,male,Hungary,Q28,1859
Humberto Leon,male,United States,Q30,1975
Julien Dossena,male,France,Q142,1982
Dario Arbina,male,Argentina,Q414,1973
Rudolph Moshammer,male,Germany,Q183,1940
Willy Bogner,male,Germany,Q183,1942
Anthony Vaccarello,male,Belgium,Q31,1982
Hugo Boss,male,Nazi Germany,Q7318,1885
Leon Anderson,male,United Kingdom,Q145,1986
Lesiba Mabitsela,male,South Africa,Q258,1987
Julien Macdonald,male,Wales,Q25,1971
Roberto Verino,male,Spain,Q29,1945
Pierre Hardy,male,France,Q142,1956
Valentin Yudashkin,male,Russia,Q159,1963
Hiroshi Oguchi,male,Japan,Q17,1950
Todd Oldham,male,United States,Q30,1961
Thierry Hermès,male,France,Q142,1801
Loudon Sainthill,male,Australia,Q408,1918
Frederick Fox,male,United Kingdom,Q145,1931
Hassan Sheheryar Yasin,male,Pakistan,Q843,1976
Bob Mackie,male,United States,Q30,1940
Robert Kalloch,male,United States,Q30,1893
Rabih Kayrouz,male,Lebanon,Q822,1973
Pharrell Williams,male,United States,Q30,1973
Aldo Gucci,male,Italy,Q38,1905
Jérôme Dreyfuss,male,France,Q142,1974
Sylvain Kahn,male,France,Q142,1857
Leo Pisa,male,Kingdom of the Netherlands,Q29999,1928
Nick Cave,male,United States,Q30,1959
Miquel Adrover,male,Spain,Q29,1965
Claes Iversen,male,Kingdom of the Netherlands,Q29999,1977
Irakli Gamrekeli,male,Soviet Union,Q15180,1894
Stephen Williams,male,United Kingdom,Q145,1964
Christian Lagerwaard,male,Kingdom of the Netherlands,Q29999,1964
James Ferreira,male,India,Q668,1956
Joe Casely-Hayford,male,United Kingdom,Q145,1956
Guillaume Henry,male,France,Q142,1978
Michel Robichaud,male,Canada,Q16,1939
Michel Klein,male,France,Q142,1958
Michel Goma,male,France,Q142,1932
Osmel Sousa,male,Venezuela,Q717,1945
Mehmood Bhatti,male,Pakistan,Q843,1958
Maxime Simoëns,male,France,Q142,1984
Andrés Caballero,male,Mexico,Q96,1981
David Tlale,male,South Africa,Q258,1975
Tony Boga,male,Dominican Republic,Q786,1955
Gary Christmas,male,Kingdom of the Netherlands,Q29999,1931
Romain Brifault,male,France,Q142,1993
Paul Kooiker,male,Kingdom of the Netherlands,Q29999,1964
Christian Wijnants,male,Belgium,Q31,1977
Papis Loveday,male,Senegal,Q1041,1977
Bent Angelo Jensen,male,Germany,Q183,1977
Martin Bergström,male,Sweden,Q34,1978
Atıl Kutoğlu,male,Turkey,Q43,1968
Edmund Ser,male,Malaysia,Q833,1955
Andrew Fezza,male,United States,Q30,1955
Joe Mimran,male,Canada,Q16,1952
Aslan Ahmadov,male,Russia,Q159,1973
Masaya Kushino,male,Japan,Q17,1985
Stefano Catelli,male,Italy,Q38,1985
Léo Marciano,male,France,Q142,1953
Lucas Ossendrijver,male,Kingdom of the Netherlands,Q29999,1970
Nudie Cohn,male,United States,Q30,1902
Marcel Escoffier,male,France,Q142,1910
Jean-Paul Knott,male,Belgium,Q31,1966
Jean-Gabriel Domergue,male,France,Q142,1889
Jean-Claude Jitrois,male,France,Q142,1944
Vargas Ochagavía,male,Spain,Q29,1913
Juanjo Rocafort,male,Spain,Q29,1943
Roy Donders,male,Kingdom of the Netherlands,Q29999,1991
Hedi Slimane,male,France,Q142,1968
Jade Marlin,male,United States,Q30,1984
Daniel Henry,male,Belgium,Q31,1972
Juan Carlos Mesa,male,Spain,Q29,1971
Andrea Albrizio,male,France,Q142,2003
Guillermo Tragant,male,Argentina,Q414,1972
Freya Phú Vinh,male,Vietnam,Q881,1985
Kanye West,male,United States,Q30,1977
Gaspard Yurkievich,male,France,Q142,1972
Richard Cawley,male,United Kingdom,Q145,1947
George Halley,male,United States,Q30,1930
Giuseppe Zanotti,male,Italy,Q38,1957
Giambattista Valli,male,Italy,Q38,1966
Harald Glööckler,male,Germany,Q183,1965
Koji Tatsuno,male,Japan,Q17,1953
Jules-François Crahay,male,Belgium,Q31,1917
Joseph Abboud,male,United States,Q30,1950
Adolfo,male,Cuba,Q241,1923
Jeffrey Kurland,male,United States,Q30,1952
Kiyoharu,male,Japan,Q17,1968
Jean-Paul Gaultier,male,France,Q142,1952
Suat Aysan,male,Turkey,Q43,1928
